0 100 0.666666666666667 0.75
1 101 0.67 0.7525
2 102 0.673333333333333 0.755
3 103 0.676666666666667 0.7575
4 104 0.68 0.76
5 105 0.683333333333333 0.7625
6 106 0.686666666666667 0.765
7 107 0.69 0.7675
8 108 0.693333333333333 0.77
9 109 0.696666666666667 0.7725
10 110 0.7 0.775
11 111 0.703333333333333 0.7775
12 112 0.706666666666667 0.78
13 113 0.71 0.7825
14 114 0.713333333333333 0.785
15 115 0.716666666666667 0.7875
16 116 0.72 0.79
17 117 0.723333333333333 0.7925
18 118 0.726666666666667 0.795
19 119 0.73 0.7975
20 120 0.733333333333333 0.8
21 121 0.736666666666667 0.8025
22 122 0.74 0.805
23 123 0.743333333333333 0.8075
24 124 0.746666666666667 0.81
25 125 0.75 0.8125
26 126 0.753333333333333 0.815
27 127 0.756666666666667 0.8175
28 128 0.76 0.82
29 129 0.763333333333333 0.8225
30 130 0.766666666666667 0.825
31 131 0.77 0.8275
32 132 0.773333333333333 0.83
33 133 0.776666666666667 0.8325
34 134 0.78 0.835
35 135 0.783333333333333 0.8375
36 136 0.786666666666667 0.84
37 137 0.79 0.8425
38 138 0.793333333333333 0.845
39 139 0.796666666666667 0.8475
40 140 0.8 0.85
41 141 0.803333333333333 0.8525
42 142 0.806666666666667 0.855
43 143 0.81 0.8575
44 144 0.813333333333333 0.86
45 145 0.816666666666667 0.8625
46 146 0.82 0.865
47 147 0.823333333333333 0.8675
48 148 0.826666666666667 0.87
49 149 0.83 0.8725
50 150 0.833333333333333 0.875
51 151 0.836666666666667 0.8775
52 152 0.84 0.88
53 153 0.843333333333333 0.8825
54 154 0.846666666666667 0.885
55 155 0.85 0.8875
56 156 0.853333333333333 0.89
57 157 0.856666666666667 0.8925
58 158 0.86 0.895
59 159 0.863333333333333 0.8975
60 160 0.866666666666667 0.9
61 161 0.87 0.9025
62 162 0.873333333333333 0.905
63 163 0.876666666666667 0.9075
64 164 0.88 0.91
65 165 0.883333333333333 0.9125
66 166 0.886666666666667 0.915
67 167 0.89 0.9175
68 168 0.893333333333333 0.92
69 169 0.896666666666667 0.9225
70 170 0.9 0.925
71 171 0.903333333333333 0.9275
72 172 0.906666666666667 0.93
73 173 0.91 0.9325
74 174 0.913333333333333 0.935
75 175 0.916666666666667 0.9375
76 176 0.92 0.94
77 177 0.923333333333333 0.9425
78 178 0.926666666666667 0.945
79 179 0.93 0.9475
80 180 0.933333333333333 0.95
81 181 0.936666666666667 0.9525
82 182 0.94 0.955
83 183 0.943333333333333 0.9575
84 184 0.946666666666667 0.96
85 185 0.95 0.9625
86 186 0.953333333333333 0.965
87 187 0.956666666666667 0.9675
88 188 0.96 0.97
89 189 0.963333333333333 0.9725
90 190 0.966666666666667 0.975
91 191 0.97 0.9775
92 192 0.973333333333333 0.98
93 193 0.976666666666667 0.9825
94 194 0.98 0.985
95 195 0.983333333333333 0.9875
96 196 0.986666666666667 0.99
97 197 0.99 0.9925
98 198 0.993333333333333 0.995
99 199 0.996666666666667 0.9975
100 200 1 1
